,PRCP,SNWD,TAVG,TMAX,TMIN,century,date,month,month_no,year
47205,,,24.1,30.2,,20,2011-07-10,2011-07-01,7,2011-01-01
47206,,,25.2,30.4,,20,2011-07-11,2011-07-01,7,2011-01-01
47207,,,22.4,,,20,2011-07-12,2011-07-01,7,2011-01-01
47208,,,23.2,28.0,,20,2011-07-13,2011-07-01,7,2011-01-01
47209,,,25.4,31.1,19.6,20,2011-07-14,2011-07-01,7,2011-01-01
47210,,,25.5,30.5,19.1,20,2011-07-15,2011-07-01,7,2011-01-01
47211,,,26.3,,,20,2011-07-16,2011-07-01,7,2011-01-01
47212,,,24.9,29.4,,20,2011-07-17,2011-07-01,7,2011-01-01
47213,,,26.1,,20.4,20,2011-07-18,2011-07-01,7,2011-01-01
47214,,,25.7,31.5,20.6,20,2011-07-19,2011-07-01,7,2011-01-01
47215,17.0,,24.9,30.2,19.7,20,2011-07-20,2011-07-01,7,2011-01-01
47216,,,24.2,32.1,,20,2011-07-21,2011-07-01,7,2011-01-01
47217,1.3,,21.6,26.6,,20,2011-07-22,2011-07-01,7,2011-01-01
47218,,,18.9,22.8,,20,2011-07-23,2011-07-01,7,2011-01-01
47219,,,20.2,,,20,2011-07-24,2011-07-01,7,2011-01-01
47220,,,22.6,27.0,,20,2011-07-25,2011-07-01,7,2011-01-01
47221,,,25.4,31.0,19.0,20,2011-07-26,2011-07-01,7,2011-01-01
47222,9.4,,23.6,,18.3,20,2011-07-27,2011-07-01,7,2011-01-01
47223,,,22.4,27.5,,20,2011-07-28,2011-07-01,7,2011-01-01
47224,,,21.4,,,20,2011-07-29,2011-07-01,7,2011-01-01
47225,,,22.2,26.5,,20,2011-07-30,2011-07-01,7,2011-01-01
47226,10.4,,19.7,24.2,,20,2011-07-31,2011-07-01,7,2011-01-01
47227,,,19.4,22.9,15.4,20,2011-08-01,2011-08-01,8,2011-01-01
47228,,,19.7,24.4,,20,2011-08-02,2011-08-01,8,2011-01-01
47229,11.9,,17.1,21.5,,20,2011-08-03,2011-08-01,8,2011-01-01
47230,9.4,,13.6,,11.5,20,2011-08-04,2011-08-01,8,2011-01-01
47231,,,16.7,21.9,,20,2011-08-05,2011-08-01,8,2011-01-01
47232,,,18.2,,,20,2011-08-06,2011-08-01,8,2011-01-01
47233,,,21.4,,12.9,20,2011-08-07,2011-08-01,8,2011-01-01
47234,,,23.8,,16.3,20,2011-08-08,2011-08-01,8,2011-01-01
47235,,,20.3,27.1,,20,2011-08-09,2011-08-01,8,2011-01-01
47236,,,16.7,19.6,14.4,20,2011-08-10,2011-08-01,8,2011-01-01
47237,,,16.7,,,20,2011-08-11,2011-08-01,8,2011-01-01
47238,,,18.6,23.0,,20,2011-08-12,2011-08-01,8,2011-01-01
47239,,,22.5,27.2,,20,2011-08-13,2011-08-01,8,2011-01-01
47240,,,23.8,,,20,2011-08-14,2011-08-01,8,2011-01-01
47241,0.8,,21.4,,19.2,20,2011-08-15,2011-08-01,8,2011-01-01
47242,2.5,,22.3,28.1,,20,2011-08-16,2011-08-01,8,2011-01-01
47243,1.5,,18.8,21.6,,20,2011-08-17,2011-08-01,8,2011-01-01
47244,,,18.0,22.6,,20,2011-08-18,2011-08-01,8,2011-01-01
47245,,,19.1,24.1,,20,2011-08-19,2011-08-01,8,2011-01-01
47246,0.0,,19.2,,14.3,20,2011-08-20,2011-08-01,8,2011-01-01
47247,,,16.8,20.8,,20,2011-08-21,2011-08-01,8,2011-01-01
47248,,,18.5,,14.8,20,2011-08-22,2011-08-01,8,2011-01-01
47249,,,20.5,28.0,,20,2011-08-23,2011-08-01,8,2011-01-01
47250,,,17.4,21.4,,20,2011-08-24,2011-08-01,8,2011-01-01
47251,,,18.4,23.9,13.6,20,2011-08-25,2011-08-01,8,2011-01-01
47252,,,18.4,24.8,,20,2011-08-26,2011-08-01,8,2011-01-01
47253,,,19.2,25.9,11.5,20,2011-08-27,2011-08-01,8,2011-01-01
47254,,,20.5,,12.4,20,2011-08-28,2011-08-01,8,2011-01-01
47255,,,21.6,28.2,,20,2011-08-29,2011-08-01,8,2011-01-01
47256,,,22.1,29.7,,20,2011-08-30,2011-08-01,8,2011-01-01
47257,,,21.7,29.6,,20,2011-08-31,2011-08-01,8,2011-01-01
47258,,,17.4,22.0,,20,2011-09-01,2011-09-01,9,2011-01-01
47259,,,16.1,22.3,,20,2011-09-02,2011-09-01,9,2011-01-01
47260,,,15.4,21.3,,20,2011-09-03,2011-09-01,9,2011-01-01
47261,,,15.2,22.3,,20,2011-09-04,2011-09-01,9,2011-01-01
47262,,,16.2,22.1,,20,2011-09-05,2011-09-01,9,2011-01-01
47263,,,18.2,25.3,10.4,20,2011-09-06,2011-09-01,9,2011-01-01
47264,0.0,,16.2,,,20,2011-09-07,2011-09-01,9,2011-01-01
47265,,,15.2,20.6,,20,2011-09-08,2011-09-01,9,2011-01-01
47266,4.1,,12.7,16.2,11.0,20,2011-09-09,2011-09-01,9,2011-01-01
47267,,,13.9,19.3,10.9,20,2011-09-10,2011-09-01,9,2011-01-01
47268,,,14.2,,,20,2011-09-11,2011-09-01,9,2011-01-01
47269,,,17.3,25.5,,20,2011-09-12,2011-09-01,9,2011-01-01
47270,,,19.4,,,20,2011-09-13,2011-09-01,9,2011-01-01
47271,,,20.4,27.4,,20,2011-09-14,2011-09-01,9,2011-01-01
47272,0.0,,17.3,,,20,2011-09-15,2011-09-01,9,2011-01-01
47273,,,14.1,20.0,,20,2011-09-16,2011-09-01,9,2011-01-01
47274,,,12.6,19.6,,20,2011-09-17,2011-09-01,9,2011-01-01
47275,,,13.6,20.6,,20,2011-09-18,2011-09-01,9,2011-01-01
47276,,,16.1,23.8,7.7,20,2011-09-19,2011-09-01,9,2011-01-01
47277,,,16.4,,8.3,20,2011-09-20,2011-09-01,9,2011-01-01
47278,,,17.1,25.7,,20,2011-09-21,2011-09-01,9,2011-01-01
47279,,,18.2,24.6,,20,2011-09-22,2011-09-01,9,2011-01-01
47280,,,15.9,,,20,2011-09-23,2011-09-01,9,2011-01-01
47281,,,12.6,18.1,,20,2011-09-24,2011-09-01,9,2011-01-01
47282,,,11.6,18.2,,20,2011-09-25,2011-09-01,9,2011-01-01
47283,,,12.2,20.4,,20,2011-09-26,2011-09-01,9,2011-01-01
47284,,,15.0,24.1,,20,2011-09-27,2011-09-01,9,2011-01-01
47285,,,13.2,,,20,2011-09-28,2011-09-01,9,2011-01-01
47286,13.2,,10.9,15.3,,20,2011-09-29,2011-09-01,9,2011-01-01
47287,,,11.5,,,20,2011-09-30,2011-09-01,9,2011-01-01
47288,,,13.7,17.1,,20,2011-10-01,2011-10-01,10,2011-01-01
47289,,,9.2,12.9,,20,2011-10-02,2011-10-01,10,2011-01-01
47290,,,9.6,15.0,,20,2011-10-03,2011-10-01,10,2011-01-01
47291,,,15.5,,,20,2011-10-04,2011-10-01,10,2011-01-01
47292,,,17.8,23.2,,20,2011-10-05,2011-10-01,10,2011-01-01
47293,,,14.1,18.7,,20,2011-10-06,2011-10-01,10,2011-01-01
47294,,,17.6,23.4,10.6,20,2011-10-07,2011-10-01,10,2011-01-01
47295,,,13.9,,,20,2011-10-08,2011-10-01,10,2011-01-01
47296,43.9,,7.1,,6.4,20,2011-10-09,2011-10-01,10,2011-01-01
47297,19.1,,6.9,9.0,,20,2011-10-10,2011-10-01,10,2011-01-01
47298,,,8.8,12.7,,20,2011-10-11,2011-10-01,10,2011-01-01
47299,,,11.2,16.3,,20,2011-10-12,2011-10-01,10,2011-01-01
47300,,,5.3,10.0,,20,2011-10-13,2011-10-01,10,2011-01-01
47301,,,5.6,9.2,,20,2011-10-14,2011-10-01,10,2011-01-01
47302,6.1,,3.9,6.0,,20,2011-10-15,2011-10-01,10,2011-01-01
47303,,,2.6,6.5,,20,2011-10-16,2011-10-01,10,2011-01-01
47304,,,2.6,7.4,,20,2011-10-17,2011-10-01,10,2011-01-01
47305,,,2.8,8.0,-1.0,20,2011-10-18,2011-10-01,10,2011-01-01
47306,,,4.0,10.0,,20,2011-10-19,2011-10-01,10,2011-01-01
47307,,,8.4,16.0,0.4,20,2011-10-20,2011-10-01,10,2011-01-01
47308,,,6.9,8.8,,20,2011-10-21,2011-10-01,10,2011-01-01
47309,,,4.9,10.8,,20,2011-10-22,2011-10-01,10,2011-01-01
47310,,,2.8,11.9,,20,2011-10-23,2011-10-01,10,2011-01-01
47311,,,5.7,9.0,,20,2011-10-24,2011-10-01,10,2011-01-01
47312,,,4.9,,,20,2011-10-25,2011-10-01,10,2011-01-01
47313,,,2.2,9.0,,20,2011-10-26,2011-10-01,10,2011-01-01
47314,,,2.9,10.2,,20,2011-10-27,2011-10-01,10,2011-01-01
47315,,,3.7,5.2,,20,2011-10-28,2011-10-01,10,2011-01-01
47316,,,2.7,10.4,,20,2011-10-29,2011-10-01,10,2011-01-01
47317,,,2.5,10.7,,20,2011-10-30,2011-10-01,10,2011-01-01
47318,,,4.7,11.3,,20,2011-10-31,2011-10-01,10,2011-01-01
47319,,,8.3,11.1,,20,2011-11-01,2011-11-01,11,2011-01-01
47320,,,7.7,,,20,2011-11-02,2011-11-01,11,2011-01-01
47321,,,5.6,,,20,2011-11-03,2011-11-01,11,2011-01-01
47322,,,4.3,,,20,2011-11-04,2011-11-01,11,2011-01-01
47323,,,4.4,10.1,-0.6,20,2011-11-05,2011-11-01,11,2011-01-01
47324,,,3.3,6.5,,20,2011-11-06,2011-11-01,11,2011-01-01
47325,,,0.4,5.0,-2.9,20,2011-11-07,2011-11-01,11,2011-01-01
47326,,,2.9,7.5,-2.0,20,2011-11-08,2011-11-01,11,2011-01-01
47327,,,4.9,8.4,,20,2011-11-09,2011-11-01,11,2011-01-01
47328,,,2.4,4.0,,20,2011-11-10,2011-11-01,11,2011-01-01
47329,,,1.4,3.0,0.3,20,2011-11-11,2011-11-01,11,2011-01-01
47330,0.8,,0.4,1.6,,20,2011-11-12,2011-11-01,11,2011-01-01
47331,0.0,,1.1,2.4,,20,2011-11-13,2011-11-01,11,2011-01-01
47332,,,-0.2,0.8,,20,2011-11-14,2011-11-01,11,2011-01-01
47333,0.0,,0.6,3.0,,20,2011-11-15,2011-11-01,11,2011-01-01
47334,,,-1.1,,,20,2011-11-16,2011-11-01,11,2011-01-01
47335,,,-2.5,3.6,,20,2011-11-17,2011-11-01,11,2011-01-01
47336,,,-2.2,0.6,,20,2011-11-18,2011-11-01,11,2011-01-01
47337,,,-1.2,0.0,,20,2011-11-19,2011-11-01,11,2011-01-01
47338,,,1.4,3.3,-1.2,20,2011-11-20,2011-11-01,11,2011-01-01
47339,,,2.7,4.5,,20,2011-11-21,2011-11-01,11,2011-01-01
47340,,,4.0,7.0,3.0,20,2011-11-22,2011-11-01,11,2011-01-01
47341,,,1.0,,,20,2011-11-23,2011-11-01,11,2011-01-01
47342,,,-2.2,1.2,-6.1,20,2011-11-24,2011-11-01,11,2011-01-01
47343,,,0.2,1.5,-1.1,20,2011-11-25,2011-11-01,11,2011-01-01
47344,,,2.2,7.1,,20,2011-11-26,2011-11-01,11,2011-01-01
47345,,,3.1,7.4,,20,2011-11-27,2011-11-01,11,2011-01-01
47346,,,5.5,10.4,,20,2011-11-28,2011-11-01,11,2011-01-01
47347,,,3.3,6.3,,20,2011-11-29,2011-11-01,11,2011-01-01
47348,,,1.1,5.2,,20,2011-11-30,2011-11-01,11,2011-01-01
47349,,,3.3,6.0,0.7,20,2011-12-01,2011-12-01,12,2011-01-01
47350,,,2.3,5.4,,20,2011-12-02,2011-12-01,12,2011-01-01
47351,,,2.4,,,20,2011-12-03,2011-12-01,12,2011-01-01
47352,,,5.6,9.2,-0.3,20,2011-12-04,2011-12-01,12,2011-01-01
47353,,,9.5,,5.9,20,2011-12-05,2011-12-01,12,2011-01-01
47354,,,2.4,,,20,2011-12-06,2011-12-01,12,2011-01-01
47355,,,0.3,5.9,,20,2011-12-07,2011-12-01,12,2011-01-01
47356,,,0.9,2.1,-1.6,20,2011-12-08,2011-12-01,12,2011-01-01
47357,,,1.2,,,20,2011-12-09,2011-12-01,12,2011-01-01
47358,1.0,,2.4,4.4,0.3,20,2011-12-10,2011-12-01,12,2011-01-01
47359,,,1.3,4.0,,20,2011-12-11,2011-12-01,12,2011-01-01
47360,,,1.4,4.3,-1.6,20,2011-12-12,2011-12-01,12,2011-01-01
47361,0.3,,3.1,,0.5,20,2011-12-13,2011-12-01,12,2011-01-01
47362,0.3,,5.4,,2.5,20,2011-12-14,2011-12-01,12,2011-01-01
47363,0.0,,4.2,5.3,,20,2011-12-15,2011-12-01,12,2011-01-01
47364,5.1,,6.9,,2.6,20,2011-12-16,2011-12-01,12,2011-01-01
47365,3.3,,6.7,,5.0,20,2011-12-17,2011-12-01,12,2011-01-01
47366,,,3.6,,,20,2011-12-18,2011-12-01,12,2011-01-01
47367,,,1.7,,-1.7,20,2011-12-19,2011-12-01,12,2011-01-01
47368,8.9,,0.9,2.7,,20,2011-12-20,2011-12-01,12,2011-01-01
47369,0.5,,-0.5,0.8,,20,2011-12-21,2011-12-01,12,2011-01-01
47370,0.0,,-1.7,-0.9,,20,2011-12-22,2011-12-01,12,2011-01-01
47371,,,-2.8,-0.8,,20,2011-12-23,2011-12-01,12,2011-01-01
47372,,,-3.8,-1.3,,20,2011-12-24,2011-12-01,12,2011-01-01
47373,,,-3.9,,-9.5,20,2011-12-25,2011-12-01,12,2011-01-01
47374,0.0,,1.7,4.2,-1.6,20,2011-12-26,2011-12-01,12,2011-01-01
47375,,,6.4,,3.5,20,2011-12-27,2011-12-01,12,2011-01-01
47376,,,2.7,,,20,2011-12-28,2011-12-01,12,2011-01-01
47377,,,0.3,3.3,,20,2011-12-29,2011-12-01,12,2011-01-01
47378,0.8,,0.8,1.7,,20,2011-12-30,2011-12-01,12,2011-01-01
47379,,,0.4,3.4,,20,2011-12-31,2011-12-01,12,2011-01-01
47380,,,-0.4,,,20,2012-01-01,2012-01-01,1,2012-01-01
47381,,,-1.6,1.5,,20,2012-01-02,2012-01-01,1,2012-01-01
47382,3.8,,2.6,5.2,0.0,20,2012-01-03,2012-01-01,1,2012-01-01
47383,,,2.4,3.5,,20,2012-01-04,2012-01-01,1,2012-01-01
47384,,,3.0,5.4,,20,2012-01-05,2012-01-01,1,2012-01-01
47385,,,3.1,5.0,,20,2012-01-06,2012-01-01,1,2012-01-01
47386,,,1.2,3.6,,20,2012-01-07,2012-01-01,1,2012-01-01
47387,,,0.6,2.3,-0.3,20,2012-01-08,2012-01-01,1,2012-01-01
47388,,,-0.6,,,20,2012-01-09,2012-01-01,1,2012-01-01
47389,,,-1.9,0.7,,20,2012-01-10,2012-01-01,1,2012-01-01
47390,,,-2.2,,,20,2012-01-11,2012-01-01,1,2012-01-01
47391,1.5,,1.5,3.5,-3.9,20,2012-01-12,2012-01-01,1,2012-01-01
47392,1.3,,1.4,,,20,2012-01-13,2012-01-01,1,2012-01-01
47393,0.5,,-0.7,2.2,,20,2012-01-14,2012-01-01,1,2012-01-01
47394,3.0,20.0,-3.2,-1.8,,20,2012-01-15,2012-01-01,1,2012-01-01
47395,3.0,41.0,-4.7,-2.7,,20,2012-01-16,2012-01-01,1,2012-01-01
47396,,89.0,-7.2,-4.1,,20,2012-01-17,2012-01-01,1,2012-01-01
47397,0.0,79.0,-6.7,-5.4,-8.6,20,2012-01-18,2012-01-01,1,2012-01-01
47398,0.0,,-7.9,,,20,2012-01-19,2012-01-01,1,2012-01-01
47399,6.1,79.0,-2.9,,-7.6,20,2012-01-20,2012-01-01,1,2012-01-01
47400,11.2,109.0,-0.1,,-3.2,20,2012-01-21,2012-01-01,1,2012-01-01
47401,12.2,221.0,-3.3,,,20,2012-01-22,2012-01-01,1,2012-01-01
47402,12.4,409.0,-5.2,,,20,2012-01-23,2012-01-01,1,2012-01-01
47403,2.0,419.0,-2.8,-1.6,-4.8,20,2012-01-24,2012-01-01,1,2012-01-01
47404,0.3,371.0,-8.6,,,20,2012-01-25,2012-01-01,1,2012-01-01
47405,,340.0,-14.4,,-16.2,20,2012-01-26,2012-01-01,1,2012-01-01
47406,,,-14.6,-12.6,-17.0,20,2012-01-27,2012-01-01,1,2012-01-01
47407,,279.0,-14.9,-10.8,,20,2012-01-28,2012-01-01,1,2012-01-01
47408,,279.0,-13.3,,,20,2012-01-29,2012-01-01,1,2012-01-01
47409,,279.0,-13.5,-10.5,,20,2012-01-30,2012-01-01,1,2012-01-01
47410,,,-16.6,-13.3,,20,2012-01-31,2012-01-01,1,2012-01-01
47411,0.0,259.0,-20.5,-16.9,,20,2012-02-01,2012-02-01,2,2012-01-01
47412,,259.0,-22.9,-18.0,,20,2012-02-02,2012-02-01,2,2012-01-01
47413,,259.0,-20.9,-12.5,,20,2012-02-03,2012-02-01,2,2012-01-01
47414,9.9,,-13.7,,-18.0,20,2012-02-04,2012-02-01,2,2012-01-01
47415,,381.0,-9.4,-7.7,-12.7,20,2012-02-05,2012-02-01,2,2012-01-01
47416,,371.0,-11.1,,-13.7,20,2012-02-06,2012-02-01,2,2012-01-01
47417,,351.0,-15.8,-11.8,,20,2012-02-07,2012-02-01,2,2012-01-01
47418,,351.0,-16.3,-13.0,,20,2012-02-08,2012-02-01,2,2012-01-01
47419,,330.0,-15.8,-12.0,,20,2012-02-09,2012-02-01,2,2012-01-01
47420,,320.0,-16.9,-11.3,,20,2012-02-10,2012-02-01,2,2012-01-01
47421,,320.0,-19.6,-12.5,,20,2012-02-11,2012-02-01,2,2012-01-01
47422,,310.0,-20.4,-13.4,,20,2012-02-12,2012-02-01,2,2012-01-01
47423,,310.0,-16.6,,,20,2012-02-13,2012-02-01,2,2012-01-01
47424,6.1,330.0,-10.6,-9.0,-13.8,20,2012-02-14,2012-02-01,2,2012-01-01
47425,,381.0,-11.9,-5.7,,20,2012-02-15,2012-02-01,2,2012-01-01
47426,,381.0,-10.1,-6.3,-13.9,20,2012-02-16,2012-02-01,2,2012-01-01
47427,,361.0,-11.8,,,20,2012-02-17,2012-02-01,2,2012-01-01
47428,,351.0,-12.2,-6.5,,20,2012-02-18,2012-02-01,2,2012-01-01
47429,,340.0,-11.9,-6.5,,20,2012-02-19,2012-02-01,2,2012-01-01
47430,,330.0,-6.7,,-14.4,20,2012-02-20,2012-02-01,2,2012-01-01
47431,,351.0,-3.3,2.0,,20,2012-02-21,2012-02-01,2,2012-01-01
47432,0.8,351.0,-0.9,3.9,,20,2012-02-22,2012-02-01,2,2012-01-01
47433,,330.0,1.8,5.4,-1.2,20,2012-02-23,2012-02-01,2,2012-01-01
47434,0.3,,2.5,3.8,1.2,20,2012-02-24,2012-02-01,2,2012-01-01
47435,1.0,170.0,2.4,4.5,,20,2012-02-25,2012-02-01,2,2012-01-01
47436,2.3,89.0,1.1,3.4,,20,2012-02-26,2012-02-01,2,2012-01-01
47437,1.5,99.0,-1.9,-0.6,,20,2012-02-27,2012-02-01,2,2012-01-01
47438,0.5,,-3.3,-2.0,,20,2012-02-28,2012-02-01,2,2012-01-01
47439,,109.0,-3.1,,,20,2012-02-29,2012-02-01,2,2012-01-01
47440,,99.0,-2.8,0.1,,20,2012-03-01,2012-03-01,3,2012-01-01
47441,1.5,99.0,1.1,3.4,-2.3,20,2012-03-02,2012-03-01,3,2012-01-01
47442,1.3,,0.1,1.2,,20,2012-03-03,2012-03-01,3,2012-01-01
47443,4.1,109.0,-0.8,,,20,2012-03-04,2012-03-01,3,2012-01-01
47444,4.3,140.0,-3.6,-0.7,,20,2012-03-05,2012-03-01,3,2012-01-01
47445,0.0,140.0,-5.2,-2.8,,20,2012-03-06,2012-03-01,3,2012-01-01
47446,,119.0,-7.1,-3.8,,20,2012-03-07,2012-03-01,3,2012-01-01
47447,0.0,130.0,-6.6,-2.3,,20,2012-03-08,2012-03-01,3,2012-01-01
47448,,119.0,-6.3,1.2,,20,2012-03-09,2012-03-01,3,2012-01-01
47449,,99.0,-4.0,3.3,,20,2012-03-10,2012-03-01,3,2012-01-01
47450,5.6,99.0,0.6,,-1.4,20,2012-03-11,2012-03-01,3,2012-01-01
47451,,79.0,-0.1,2.4,-2.0,20,2012-03-12,2012-03-01,3,2012-01-01
47452,,79.0,3.9,8.3,0.5,20,2012-03-13,2012-03-01,3,2012-01-01
47453,,51.0,2.7,,,20,2012-03-14,2012-03-01,3,2012-01-01
47454,0.0,,0.0,,,20,2012-03-15,2012-03-01,3,2012-01-01
47455,,,1.3,5.3,,20,2012-03-16,2012-03-01,3,2012-01-01
47456,,,6.7,13.6,2.0,20,2012-03-17,2012-03-01,3,2012-01-01
47457,,,9.9,20.8,,20,2012-03-18,2012-03-01,3,2012-01-01
47458,,,11.0,19.9,,20,2012-03-19,2012-03-01,3,2012-01-01
47459,,,6.3,11.1,,20,2012-03-20,2012-03-01,3,2012-01-01
47460,,,7.2,10.2,,20,2012-03-21,2012-03-01,3,2012-01-01
47461,0.8,,6.8,11.2,,20,2012-03-22,2012-03-01,3,2012-01-01
47462,,,10.4,17.2,,20,2012-03-23,2012-03-01,3,2012-01-01
47463,,,4.7,9.1,,20,2012-03-24,2012-03-01,3,2012-01-01
47464,,,5.9,14.2,,20,2012-03-25,2012-03-01,3,2012-01-01
47465,,,2.5,,,20,2012-03-26,2012-03-01,3,2012-01-01
47466,,,-0.1,,,20,2012-03-27,2012-03-01,3,2012-01-01
47467,,20.0,2.8,,0.7,20,2012-03-28,2012-03-01,3,2012-01-01
47468,4.1,,6.5,11.6,2.5,20,2012-03-29,2012-03-01,3,2012-01-01
47469,,,3.5,8.4,,20,2012-03-30,2012-03-01,3,2012-01-01
47470,,,2.9,6.5,,20,2012-03-31,2012-03-01,3,2012-01-01
47471,4.6,,2.1,6.1,,20,2012-04-01,2012-04-01,4,2012-01-01
47472,,,1.9,6.1,-2.3,20,2012-04-02,2012-04-01,4,2012-01-01
47473,,,6.1,11.6,,20,2012-04-03,2012-04-01,4,2012-01-01
47474,,,9.5,15.5,2.1,20,2012-04-04,2012-04-01,4,2012-01-01
47475,,,12.7,20.4,,20,2012-04-05,2012-04-01,4,2012-01-01
47476,4.3,,6.7,10.7,4.0,20,2012-04-06,2012-04-01,4,2012-01-01
47477,,,10.6,18.3,6.5,20,2012-04-07,2012-04-01,4,2012-01-01
47478,5.1,,7.6,14.1,,20,2012-04-08,2012-04-01,4,2012-01-01
47479,18.0,,2.6,,,20,2012-04-09,2012-04-01,4,2012-01-01
47480,,,3.0,,,20,2012-04-10,2012-04-01,4,2012-01-01
47481,,,6.1,12.4,,20,2012-04-11,2012-04-01,4,2012-01-01
47482,,,9.7,15.7,1.6,20,2012-04-12,2012-04-01,4,2012-01-01
47483,,,9.7,15.1,2.9,20,2012-04-13,2012-04-01,4,2012-01-01
47484,,,12.6,19.7,,20,2012-04-14,2012-04-01,4,2012-01-01
47485,,,11.7,14.6,,20,2012-04-15,2012-04-01,4,2012-01-01
47486,,,12.3,15.2,10.1,20,2012-04-16,2012-04-01,4,2012-01-01
47487,,,11.2,15.5,,20,2012-04-17,2012-04-01,4,2012-01-01
47488,19.1,,9.1,,7.5,20,2012-04-18,2012-04-01,4,2012-01-01
47489,5.1,,13.4,,9.5,20,2012-04-19,2012-04-01,4,2012-01-01
47490,,,14.5,19.6,,20,2012-04-20,2012-04-01,4,2012-01-01
47491,,,11.9,16.3,,20,2012-04-21,2012-04-01,4,2012-01-01
47492,,,13.3,18.3,,20,2012-04-22,2012-04-01,4,2012-01-01
47493,,,14.4,21.2,,20,2012-04-23,2012-04-01,4,2012-01-01
47494,,,13.2,22.1,,20,2012-04-24,2012-04-01,4,2012-01-01
47495,,,16.7,23.6,8.1,20,2012-04-25,2012-04-01,4,2012-01-01
47496,,,17.6,,12.4,20,2012-04-26,2012-04-01,4,2012-01-01
47497,,,19.6,26.6,,20,2012-04-27,2012-04-01,4,2012-01-01
47498,,,20.8,28.9,,20,2012-04-28,2012-04-01,4,2012-01-01
47499,,,21.2,30.0,,20,2012-04-29,2012-04-01,4,2012-01-01
47500,,,22.5,30.2,,20,2012-04-30,2012-04-01,4,2012-01-01
47501,,,22.7,30.0,14.5,20,2012-05-01,2012-05-01,5,2012-01-01
47502,,,18.9,24.4,,20,2012-05-02,2012-05-01,5,2012-01-01
47503,,,17.3,23.5,,20,2012-05-03,2012-05-01,5,2012-01-01
47504,,,19.4,25.6,,20,2012-05-04,2012-05-01,5,2012-01-01
47505,,,19.9,26.7,,20,2012-05-05,2012-05-01,5,2012-01-01
47506,4.6,,18.8,26.0,,20,2012-05-06,2012-05-01,5,2012-01-01
47507,,,19.6,,,20,2012-05-07,2012-05-01,5,2012-01-01
47508,,,17.1,23.2,,20,2012-05-08,2012-05-01,5,2012-01-01
47509,,,13.1,,12.0,20,2012-05-09,2012-05-01,5,2012-01-01
47510,,,16.4,21.5,12.9,20,2012-05-10,2012-05-01,5,2012-01-01
47511,,,18.2,,,20,2012-05-11,2012-05-01,5,2012-01-01
47512,,,20.7,28.0,,20,2012-05-12,2012-05-01,5,2012-01-01
47513,0.0,,10.4,,,20,2012-05-13,2012-05-01,5,2012-01-01
47514,,,11.4,14.6,9.5,20,2012-05-14,2012-05-01,5,2012-01-01
47515,,,15.8,22.5,,20,2012-05-15,2012-05-01,5,2012-01-01
47516,21.1,,17.9,25.2,12.5,20,2012-05-16,2012-05-01,5,2012-01-01
47517,2.0,,16.5,20.6,,20,2012-05-17,2012-05-01,5,2012-01-01
47518,,,14.1,16.6,,20,2012-05-18,2012-05-01,5,2012-01-01
47519,,,17.3,25.0,,20,2012-05-19,2012-05-01,5,2012-01-01
47520,,,20.4,27.7,,20,2012-05-20,2012-05-01,5,2012-01-01
47521,,,20.7,27.2,,20,2012-05-21,2012-05-01,5,2012-01-01
47522,,,21.4,27.8,,20,2012-05-22,2012-05-01,5,2012-01-01
47523,,,22.4,28.8,,20,2012-05-23,2012-05-01,5,2012-01-01
47524,,,17.2,20.0,,20,2012-05-24,2012-05-01,5,2012-01-01
47525,,,14.4,18.6,8.4,20,2012-05-25,2012-05-01,5,2012-01-01
47526,,,14.8,19.7,,20,2012-05-26,2012-05-01,5,2012-01-01
47527,,,15.8,21.8,,20,2012-05-27,2012-05-01,5,2012-01-01
47528,,,16.9,23.5,,20,2012-05-28,2012-05-01,5,2012-01-01
47529,,,18.4,25.6,,20,2012-05-29,2012-05-01,5,2012-01-01
47530,,,17.9,26.2,,20,2012-05-30,2012-05-01,5,2012-01-01
47531,,,13.5,18.7,,20,2012-05-31,2012-05-01,5,2012-01-01
47532,,,17.4,24.0,9.6,20,2012-06-01,2012-06-01,6,2012-01-01
47533,,,13.8,,,20,2012-06-02,2012-06-01,6,2012-01-01
47534,,,14.0,18.3,,20,2012-06-03,2012-06-01,6,2012-01-01
47535,0.8,,19.8,,,20,2012-06-04,2012-06-01,6,2012-01-01
47536,,,16.9,20.5,14.7,20,2012-06-05,2012-06-01,6,2012-01-01
47537,,,19.2,,,20,2012-06-06,2012-06-01,6,2012-01-01
47538,10.9,,15.4,19.6,,20,2012-06-07,2012-06-01,6,2012-01-01
47539,,,17.4,23.2,,20,2012-06-08,2012-06-01,6,2012-01-01
47540,,,21.2,28.3,,20,2012-06-09,2012-06-01,6,2012-01-01
47541,22.1,,21.6,26.0,,20,2012-06-10,2012-06-01,6,2012-01-01
47542,,,23.7,29.0,,20,2012-06-11,2012-06-01,6,2012-01-01
47543,,,21.5,26.4,,20,2012-06-12,2012-06-01,6,2012-01-01
47544,,,22.0,27.5,,20,2012-06-13,2012-06-01,6,2012-01-01
47545,,,20.1,25.6,,20,2012-06-14,2012-06-01,6,2012-01-01
47546,,,17.3,22.1,,20,2012-06-15,2012-06-01,6,2012-01-01
47547,6.1,,17.2,23.1,12.8,20,2012-06-16,2012-06-01,6,2012-01-01
