patcnty1,dsch_yr,disp1,Discharges
Santa Clara,2013,Acute Care at another hospital,2336
Santa Clara,2013,Acute Care within the admitting hospital,145
Santa Clara,2013,Died,2808
Santa Clara,2013,Home Health Service,12292
Santa Clara,2013,Invalid,4
Santa Clara,2013,Left Against Medical Advice,1129
Santa Clara,2013,Other,291
Santa Clara,2013,Other Care (not SN/IC) at another hospital,815
Santa Clara,2013,Other Care with the admitting hospital,784
Santa Clara,2013,Prison/Jail,282
Santa Clara,2013,Residential Care facility,1227
Santa Clara,2013,Routine (Home),113001
Santa Clara,2013,SN/IC at another facility,12488
Santa Clara,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,81
Santa Clara,2014,Acute Care at another hospital,2293
Santa Clara,2014,Acute Care within the admitting hospital,137
Santa Clara,2014,Died,2819
Santa Clara,2014,Home Health Service,12557
Santa Clara,2014,Invalid,16
Santa Clara,2014,Left Against Medical Advice,1275
Santa Clara,2014,Other,270
Santa Clara,2014,Other Care (not SN/IC) at another hospital,793
Santa Clara,2014,Other Care with the admitting hospital,742
Santa Clara,2014,Prison/Jail,171
Santa Clara,2014,Residential Care facility,1396
Santa Clara,2014,Routine (Home),111273
Santa Clara,2014,SN/IC at another facility,12881
Santa Clara,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,54
Santa Clara,2015,Acute Care,3723
Santa Clara,2015,Childrens_or_Cancer,261
Santa Clara,2015,Critical Access Hospital,33
Santa Clara,2015,Died,2920
Santa Clara,2015,Disaster_Care_Site,2
Santa Clara,2015,Home Health Service,11718
Santa Clara,2015,Hospice_Care,1553
Santa Clara,2015,Invalid or Blank,99
Santa Clara,2015,Left Against Medical Advice,2514
Santa Clara,2015,Not_Defined_Elsewhere,510
Santa Clara,2015,Other,131
Santa Clara,2015,Prison/Jail,144
Santa Clara,2015,Psychiatric_Care,425
Santa Clara,2015,Rehab,1034
Santa Clara,2015,Residential Care facility,404
Santa Clara,2015,Routine (Home),113474
Santa Clara,2015,Skilled Nursing/Intermediate Care (SN/IC),10560
Santa Clara,2016,Acute Care,2049
Santa Clara,2016,Childrens_or_Cancer,59
Santa Clara,2016,Critical Access Hospital,46
Santa Clara,2016,Died,3095
Santa Clara,2016,Disaster_Care_Site,5
Santa Clara,2016,Home Health Service,12699
Santa Clara,2016,Hospice_Care,1666
Santa Clara,2016,Invalid or Blank,2
Santa Clara,2016,Left Against Medical Advice,1473
Santa Clara,2016,Not_Defined_Elsewhere,600
Santa Clara,2016,Other,58
Santa Clara,2016,Prison/Jail,189
Santa Clara,2016,Psychiatric_Care,365
Santa Clara,2016,Rehab,1084
Santa Clara,2016,Residential Care facility,347
Santa Clara,2016,Routine (Home),109323
Santa Clara,2016,Skilled Nursing/Intermediate Care (SN/IC),13574
Santa Clara,2017,Acute Care,2198
Santa Clara,2017,Childrens_or_Cancer,43
Santa Clara,2017,Critical Access Hospital,41
Santa Clara,2017,Died,3141
Santa Clara,2017,Home Health Service,14751
Santa Clara,2017,Hospice_Care,2011
Santa Clara,2017,Left Against Medical Advice,1597
Santa Clara,2017,Not_Defined_Elsewhere,404
Santa Clara,2017,Other,109
Santa Clara,2017,Prison/Jail,190
Santa Clara,2017,Psychiatric_Care,361
Santa Clara,2017,Rehab,1163
Santa Clara,2017,Residential Care facility,522
Santa Clara,2017,Routine (Home),107963
Santa Clara,2017,Skilled Nursing/Intermediate Care (SN/IC),13894
Santa Clara,2018,Acute Care,2087
Santa Clara,2018,Childrens_or_Cancer,49
Santa Clara,2018,Critical Access Hospital,27
Santa Clara,2018,Died,3043
Santa Clara,2018,Home Health Service,14851
Santa Clara,2018,Hospice_Care,2021
Santa Clara,2018,Invalid or Blank,2
Santa Clara,2018,Left Against Medical Advice,1495
Santa Clara,2018,Not_Defined_Elsewhere,211
Santa Clara,2018,Other,43
Santa Clara,2018,Prison/Jail,163
Santa Clara,2018,Psychiatric_Care,345
Santa Clara,2018,Rehab,1166
Santa Clara,2018,Residential Care facility,529
Santa Clara,2018,Routine (Home),102621
Santa Clara,2018,Skilled Nursing/Intermediate Care (SN/IC),13391
Santa Cruz,2012,Acute Care at another hospital,398
Santa Cruz,2012,Acute Care within the admitting hospital,92
Santa Cruz,2012,Died,402
Santa Cruz,2012,Home Health Service,2617
Santa Cruz,2012,Invalid,2
Santa Cruz,2012,Left Against Medical Advice,216
Santa Cruz,2012,Other,58
Santa Cruz,2012,Other Care (not SN/IC) at another hospital,211
Santa Cruz,2012,Other Care with the admitting hospital,414
Santa Cruz,2012,Prison/Jail,29
Santa Cruz,2012,Residential Care facility,102
Santa Cruz,2012,Routine (Home),17524
Santa Cruz,2012,SN/IC at another facility,1979
Santa Cruz,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,625
Santa Cruz,2013,Acute Care at another hospital,408
Santa Cruz,2013,Acute Care within the admitting hospital,62
Santa Cruz,2013,Died,391
Santa Cruz,2013,Home Health Service,2692
Santa Cruz,2013,Left Against Medical Advice,227
Santa Cruz,2013,Other,32
Santa Cruz,2013,Other Care (not SN/IC) at another hospital,153
Santa Cruz,2013,Other Care with the admitting hospital,415
Santa Cruz,2013,Prison/Jail,23
Santa Cruz,2013,Residential Care facility,266
Santa Cruz,2013,Routine (Home),16155
Santa Cruz,2013,SN/IC at another facility,1955
Santa Cruz,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,151
Santa Cruz,2014,Acute Care at another hospital,381
Santa Cruz,2014,Acute Care within the admitting hospital,36
Santa Cruz,2014,Died,377
Santa Cruz,2014,Home Health Service,2755
Santa Cruz,2014,Invalid,3
Santa Cruz,2014,Left Against Medical Advice,247
Santa Cruz,2014,Other,31
Santa Cruz,2014,Other Care (not SN/IC) at another hospital,284
Santa Cruz,2014,Other Care with the admitting hospital,452
Santa Cruz,2014,Prison/Jail,35
Santa Cruz,2014,Residential Care facility,160
Santa Cruz,2014,Routine (Home),16401
Santa Cruz,2014,SN/IC at another facility,2034
Santa Cruz,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,1
Santa Cruz,2015,Acute Care,462
Santa Cruz,2015,Childrens_or_Cancer,49
Santa Cruz,2015,Critical Access Hospital,1
Santa Cruz,2015,Died,390
Santa Cruz,2015,Home Health Service,3081
Santa Cruz,2015,Hospice_Care,210
Santa Cruz,2015,Invalid or Blank,13
Santa Cruz,2015,Left Against Medical Advice,303
Santa Cruz,2015,Not_Defined_Elsewhere,130
Santa Cruz,2015,Other,16
Santa Cruz,2015,Prison/Jail,32
Santa Cruz,2015,Psychiatric_Care,123
Santa Cruz,2015,Rehab,499
Santa Cruz,2015,Residential Care facility,63
Santa Cruz,2015,Routine (Home),15496
Santa Cruz,2015,Skilled Nursing/Intermediate Care (SN/IC),2102
Santa Cruz,2016,Acute Care,400
Santa Cruz,2016,Childrens_or_Cancer,27
Santa Cruz,2016,Critical Access Hospital,7
Santa Cruz,2016,Died,353
Santa Cruz,2016,Home Health Service,2980
Santa Cruz,2016,Hospice_Care,307
Santa Cruz,2016,Left Against Medical Advice,272
Santa Cruz,2016,Not_Defined_Elsewhere,219
Santa Cruz,2016,Other,3
Santa Cruz,2016,Prison/Jail,16
Santa Cruz,2016,Psychiatric_Care,133
Santa Cruz,2016,Rehab,490
Santa Cruz,2016,Residential Care facility,44
Santa Cruz,2016,Routine (Home),15187
Santa Cruz,2016,Skilled Nursing/Intermediate Care (SN/IC),2136
Santa Cruz,2017,Acute Care,433
Santa Cruz,2017,Childrens_or_Cancer,21
Santa Cruz,2017,Critical Access Hospital,8
Santa Cruz,2017,Died,373
Santa Cruz,2017,Home Health Service,3146
Santa Cruz,2017,Hospice_Care,292
Santa Cruz,2017,Invalid or Blank,1
Santa Cruz,2017,Left Against Medical Advice,282
Santa Cruz,2017,Not_Defined_Elsewhere,45
Santa Cruz,2017,Other,5
Santa Cruz,2017,Prison/Jail,29
Santa Cruz,2017,Psychiatric_Care,109
Santa Cruz,2017,Rehab,481
Santa Cruz,2017,Residential Care facility,179
Santa Cruz,2017,Routine (Home),15282
Santa Cruz,2017,Skilled Nursing/Intermediate Care (SN/IC),2016
Santa Cruz,2018,Acute Care,428
Santa Cruz,2018,Childrens_or_Cancer,23
Santa Cruz,2018,Critical Access Hospital,6
Santa Cruz,2018,Died,375
Santa Cruz,2018,Home Health Service,3135
Santa Cruz,2018,Hospice_Care,337
Santa Cruz,2018,Left Against Medical Advice,300
Santa Cruz,2018,Not_Defined_Elsewhere,28
Santa Cruz,2018,Other,2
Santa Cruz,2018,Prison/Jail,19
Santa Cruz,2018,Psychiatric_Care,127
Santa Cruz,2018,Rehab,521
Santa Cruz,2018,Residential Care facility,225
Santa Cruz,2018,Routine (Home),14222
Santa Cruz,2018,Skilled Nursing/Intermediate Care (SN/IC),1890
Shasta,2012,Acute Care at another hospital,515
Shasta,2012,Acute Care within the admitting hospital,20
Shasta,2012,Died,585
Shasta,2012,Home Health Service,2484
Shasta,2012,Invalid,1
Shasta,2012,Left Against Medical Advice,288
Shasta,2012,Other,9
Shasta,2012,Other Care (not SN/IC) at another hospital,87
Shasta,2012,Other Care with the admitting hospital,17
Shasta,2012,Prison/Jail,11
Shasta,2012,Residential Care facility,143
Shasta,2012,Routine (Home),16372
Shasta,2012,SN/IC at another facility,2427
Shasta,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,113
Shasta,2013,Acute Care at another hospital,553
Shasta,2013,Acute Care within the admitting hospital,16
Shasta,2013,Died,553
Shasta,2013,Home Health Service,2841
Shasta,2013,Left Against Medical Advice,290
Shasta,2013,Other,70
Shasta,2013,Other Care (not SN/IC) at another hospital,163
Shasta,2013,Other Care with the admitting hospital,16
Shasta,2013,Prison/Jail,17
Shasta,2013,Residential Care facility,110
Shasta,2013,Routine (Home),15567
Shasta,2013,SN/IC at another facility,2402
Shasta,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,110
Shasta,2014,Acute Care at another hospital,487
Shasta,2014,Acute Care within the admitting hospital,22
Shasta,2014,Died,589
Shasta,2014,Home Health Service,3054
Shasta,2014,Invalid,278
Shasta,2014,Left Against Medical Advice,306
Shasta,2014,Other,101
Shasta,2014,Other Care (not SN/IC) at another hospital,291
Shasta,2014,Other Care with the admitting hospital,23
Shasta,2014,Prison/Jail,13
Shasta,2014,Residential Care facility,38
Shasta,2014,Routine (Home),14999
Shasta,2014,SN/IC at another facility,2321
Shasta,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,130
Shasta,2015,Acute Care,695
Shasta,2015,Childrens_or_Cancer,6
Shasta,2015,Critical Access Hospital,4
Shasta,2015,Died,655
Shasta,2015,Home Health Service,3054
Shasta,2015,Hospice_Care,296
Shasta,2015,Invalid or Blank,5
Shasta,2015,Left Against Medical Advice,374
Shasta,2015,Not_Defined_Elsewhere,16
Shasta,2015,Other,5
Shasta,2015,Prison/Jail,17
Shasta,2015,Psychiatric_Care,26
Shasta,2015,Rehab,67
Shasta,2015,Residential Care facility,101
Shasta,2015,Routine (Home),14649
Shasta,2015,Skilled Nursing/Intermediate Care (SN/IC),2453
Shasta,2016,Acute Care,736
Shasta,2016,Childrens_or_Cancer,3
Shasta,2016,Died,702
Shasta,2016,Home Health Service,3222
Shasta,2016,Hospice_Care,265
Shasta,2016,Left Against Medical Advice,457
Shasta,2016,Not_Defined_Elsewhere,20
Shasta,2016,Other,9
Shasta,2016,Prison/Jail,27
Shasta,2016,Psychiatric_Care,30
Shasta,2016,Rehab,76
Shasta,2016,Residential Care facility,138
Shasta,2016,Routine (Home),14997
Shasta,2016,Skilled Nursing/Intermediate Care (SN/IC),2528
Shasta,2017,Acute Care,700
Shasta,2017,Critical Access Hospital,4
Shasta,2017,Died,750
Shasta,2017,Home Health Service,3119
Shasta,2017,Hospice_Care,253
Shasta,2017,Left Against Medical Advice,426
Shasta,2017,Not_Defined_Elsewhere,11
Shasta,2017,Other,10
Shasta,2017,Prison/Jail,28
Shasta,2017,Psychiatric_Care,34
Shasta,2017,Rehab,66
Shasta,2017,Residential Care facility,109
Shasta,2017,Routine (Home),15177
Shasta,2017,Skilled Nursing/Intermediate Care (SN/IC),2562
Shasta,2018,Acute Care,681
Shasta,2018,Childrens_or_Cancer,1
Shasta,2018,Critical Access Hospital,2
Shasta,2018,Died,737
Shasta,2018,Disaster_Care_Site,1
Shasta,2018,Home Health Service,3265
Shasta,2018,Hospice_Care,301
Shasta,2018,Invalid or Blank,4
Shasta,2018,Left Against Medical Advice,414
Shasta,2018,Not_Defined_Elsewhere,30
Shasta,2018,Other,4
Shasta,2018,Prison/Jail,11
Shasta,2018,Psychiatric_Care,53
Shasta,2018,Rehab,86
Shasta,2018,Residential Care facility,74
Shasta,2018,Routine (Home),14505
Shasta,2018,Skilled Nursing/Intermediate Care (SN/IC),2658
Sierra,2012,Acute Care at another hospital,10
Sierra,2012,Died,7
Sierra,2012,Home Health Service,10
Sierra,2012,Left Against Medical Advice,2
Sierra,2012,Other,1
Sierra,2012,Other Care (not SN/IC) at another hospital,3
Sierra,2012,Residential Care facility,5
Sierra,2012,Routine (Home),131
Sierra,2012,SN/IC at another facility,6
Sierra,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,21
Sierra,2013,Acute Care at another hospital,13
Sierra,2013,Acute Care within the admitting hospital,1
Sierra,2013,Died,3
Sierra,2013,Home Health Service,10
Sierra,2013,Left Against Medical Advice,1
Sierra,2013,Other,1
Sierra,2013,Other Care (not SN/IC) at another hospital,1
Sierra,2013,Routine (Home),119
Sierra,2013,SN/IC at another facility,8
Sierra,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,10
Sierra,2014,Acute Care at another hospital,6
Sierra,2014,Died,4
Sierra,2014,Home Health Service,10
Sierra,2014,Left Against Medical Advice,3
Sierra,2014,Other,1
Sierra,2014,Other Care (not SN/IC) at another hospital,1
Sierra,2014,Other Care with the admitting hospital,1
Sierra,2014,Prison/Jail,1
Sierra,2014,Residential Care facility,1
Sierra,2014,Routine (Home),142
Sierra,2014,SN/IC at another facility,21
Sierra,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,8
Sierra,2015,Acute Care,13
Sierra,2015,Childrens_or_Cancer,2
Sierra,2015,Died,4
Sierra,2015,Home Health Service,3
Sierra,2015,Hospice_Care,2
Sierra,2015,Invalid or Blank,1
Sierra,2015,Not_Defined_Elsewhere,1
Sierra,2015,Other,1
Sierra,2015,Rehab,2
Sierra,2015,Routine (Home),159
Sierra,2015,Skilled Nursing/Intermediate Care (SN/IC),18
Sierra,2016,Acute Care,8
Sierra,2016,Critical Access Hospital,2
Sierra,2016,Died,6
Sierra,2016,Home Health Service,8
Sierra,2016,Left Against Medical Advice,1
Sierra,2016,Psychiatric_Care,1
Sierra,2016,Rehab,2
Sierra,2016,Routine (Home),157
Sierra,2016,Skilled Nursing/Intermediate Care (SN/IC),18
Sierra,2017,Acute Care,17
Sierra,2017,Childrens_or_Cancer,1
Sierra,2017,Died,10
Sierra,2017,Home Health Service,6
Sierra,2017,Hospice_Care,1
Sierra,2017,Prison/Jail,1
Sierra,2017,Rehab,1
Sierra,2017,Residential Care facility,1
Sierra,2017,Routine (Home),158
Sierra,2017,Skilled Nursing/Intermediate Care (SN/IC),10
Sierra,2018,Acute Care,8
Sierra,2018,Critical Access Hospital,1
Sierra,2018,Died,7
Sierra,2018,Home Health Service,10
Sierra,2018,Hospice_Care,2
Sierra,2018,Left Against Medical Advice,2
Sierra,2018,Rehab,3
Sierra,2018,Residential Care facility,1
Sierra,2018,Routine (Home),132
Sierra,2018,Skilled Nursing/Intermediate Care (SN/IC),21
Siskiyou,2012,Acute Care at another hospital,119
Siskiyou,2012,Acute Care within the admitting hospital,1
Siskiyou,2012,Died,98
Siskiyou,2012,Home Health Service,303
Siskiyou,2012,Left Against Medical Advice,22
Siskiyou,2012,Other,11
Siskiyou,2012,Other Care (not SN/IC) at another hospital,30
Siskiyou,2012,Other Care with the admitting hospital,2
Siskiyou,2012,Prison/Jail,1
Siskiyou,2012,Residential Care facility,10
Siskiyou,2012,Routine (Home),3024
Siskiyou,2012,SN/IC at another facility,242
Siskiyou,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,13
Siskiyou,2013,Acute Care at another hospital,165
Siskiyou,2013,Acute Care within the admitting hospital,4
Siskiyou,2013,Died,87
Siskiyou,2013,Home Health Service,316
Siskiyou,2013,Left Against Medical Advice,35
Siskiyou,2013,Other,11
Siskiyou,2013,Other Care (not SN/IC) at another hospital,41
Siskiyou,2013,Other Care with the admitting hospital,6
Siskiyou,2013,Prison/Jail,1
Siskiyou,2013,Residential Care facility,39
Siskiyou,2013,Routine (Home),2962
Siskiyou,2013,SN/IC at another facility,253
Siskiyou,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,21
Siskiyou,2014,Acute Care at another hospital,142
Siskiyou,2014,Acute Care within the admitting hospital,2
Siskiyou,2014,Died,90
Siskiyou,2014,Home Health Service,285
Siskiyou,2014,Invalid,39
Siskiyou,2014,Left Against Medical Advice,29
Siskiyou,2014,Other,8
Siskiyou,2014,Other Care (not SN/IC) at another hospital,46
Siskiyou,2014,Other Care with the admitting hospital,4
Siskiyou,2014,Prison/Jail,1
Siskiyou,2014,Residential Care facility,12
Siskiyou,2014,Routine (Home),2605
Siskiyou,2014,SN/IC at another facility,273
Siskiyou,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,18
Siskiyou,2015,Acute Care,165
Siskiyou,2015,Childrens_or_Cancer,1
Siskiyou,2015,Died,93
Siskiyou,2015,Home Health Service,289
Siskiyou,2015,Hospice_Care,81
Siskiyou,2015,Left Against Medical Advice,48
Siskiyou,2015,Not_Defined_Elsewhere,4
Siskiyou,2015,Psychiatric_Care,7
Siskiyou,2015,Rehab,24
Siskiyou,2015,Residential Care facility,11
Siskiyou,2015,Routine (Home),2829
Siskiyou,2015,Skilled Nursing/Intermediate Care (SN/IC),246
Siskiyou,2016,Acute Care,180
Siskiyou,2016,Childrens_or_Cancer,1
Siskiyou,2016,Died,73
Siskiyou,2016,Home Health Service,251
Siskiyou,2016,Hospice_Care,87
Siskiyou,2016,Left Against Medical Advice,51
Siskiyou,2016,Prison/Jail,1
Siskiyou,2016,Psychiatric_Care,9
Siskiyou,2016,Rehab,31
Siskiyou,2016,Residential Care facility,4
Siskiyou,2016,Routine (Home),2767
Siskiyou,2016,Skilled Nursing/Intermediate Care (SN/IC),251
Siskiyou,2017,Acute Care,176
Siskiyou,2017,Died,75
Siskiyou,2017,Home Health Service,247
Siskiyou,2017,Hospice_Care,51
Siskiyou,2017,Left Against Medical Advice,42
Siskiyou,2017,Prison/Jail,2
Siskiyou,2017,Psychiatric_Care,7
Siskiyou,2017,Rehab,19
Siskiyou,2017,Residential Care facility,7
Siskiyou,2017,Routine (Home),2628
Siskiyou,2017,Skilled Nursing/Intermediate Care (SN/IC),311
Siskiyou,2018,Acute Care,199
Siskiyou,2018,Childrens_or_Cancer,1
Siskiyou,2018,Died,73
Siskiyou,2018,Disaster_Care_Site,1
Siskiyou,2018,Home Health Service,163
Siskiyou,2018,Hospice_Care,69
Siskiyou,2018,Left Against Medical Advice,42
Siskiyou,2018,Not_Defined_Elsewhere,8
Siskiyou,2018,Prison/Jail,2
Siskiyou,2018,Psychiatric_Care,5
Siskiyou,2018,Rehab,27
Siskiyou,2018,Residential Care facility,5
Siskiyou,2018,Routine (Home),2543
Siskiyou,2018,Skilled Nursing/Intermediate Care (SN/IC),277
Solano,2012,Acute Care at another hospital,1302
Solano,2012,Acute Care within the admitting hospital,28
Solano,2012,Died,825
Solano,2012,Home Health Service,4043
Solano,2012,Left Against Medical Advice,348
Solano,2012,Other,29
Solano,2012,Other Care (not SN/IC) at another hospital,333
Solano,2012,Other Care with the admitting hospital,131
Solano,2012,Prison/Jail,814
Solano,2012,Residential Care facility,348
Solano,2012,Routine (Home),27006
Solano,2012,SN/IC at another facility,3131
Solano,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,40
Solano,2013,Acute Care at another hospital,1262
Solano,2013,Acute Care within the admitting hospital,28
Solano,2013,Died,806
Solano,2013,Home Health Service,4580
Solano,2013,Invalid,3
Solano,2013,Left Against Medical Advice,336
Solano,2013,Other,33
Solano,2013,Other Care (not SN/IC) at another hospital,281
Solano,2013,Other Care with the admitting hospital,126
Solano,2013,Prison/Jail,765
Solano,2013,Residential Care facility,265
Solano,2013,Routine (Home),27013
Solano,2013,SN/IC at another facility,3154
Solano,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,22
Solano,2014,Acute Care at another hospital,1207
Solano,2014,Acute Care within the admitting hospital,27
Solano,2014,Died,820
Solano,2014,Home Health Service,4788
Solano,2014,Invalid,6
Solano,2014,Left Against Medical Advice,336
Solano,2014,Other,66
Solano,2014,Other Care (not SN/IC) at another hospital,275
Solano,2014,Other Care with the admitting hospital,106
Solano,2014,Prison/Jail,524
Solano,2014,Residential Care facility,286
Solano,2014,Routine (Home),25703
Solano,2014,SN/IC at another facility,3422
Solano,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,12
Solano,2015,Acute Care,1280
Solano,2015,Childrens_or_Cancer,62
Solano,2015,Critical Access Hospital,5
Solano,2015,Died,900
Solano,2015,Home Health Service,4745
Solano,2015,Hospice_Care,425
Solano,2015,Invalid or Blank,5
Solano,2015,Left Against Medical Advice,673
Solano,2015,Not_Defined_Elsewhere,91
Solano,2015,Other,5
Solano,2015,Prison/Jail,337
Solano,2015,Psychiatric_Care,94
Solano,2015,Rehab,272
Solano,2015,Residential Care facility,131
Solano,2015,Routine (Home),25509
Solano,2015,Skilled Nursing/Intermediate Care (SN/IC),3002
Solano,2016,Acute Care,1238
Solano,2016,Childrens_or_Cancer,26
Solano,2016,Critical Access Hospital,9
Solano,2016,Died,924
Solano,2016,Home Health Service,5777
Solano,2016,Hospice_Care,486
Solano,2016,Invalid or Blank,1
Solano,2016,Left Against Medical Advice,441
Solano,2016,Not_Defined_Elsewhere,115
Solano,2016,Other,3
Solano,2016,Prison/Jail,387
Solano,2016,Psychiatric_Care,92
Solano,2016,Rehab,325
Solano,2016,Residential Care facility,363
Solano,2016,Routine (Home),26048
Solano,2016,Skilled Nursing/Intermediate Care (SN/IC),3315
Solano,2017,Acute Care,1316
Solano,2017,Childrens_or_Cancer,22
Solano,2017,Critical Access Hospital,3
Solano,2017,Died,964
Solano,2017,Home Health Service,6626
Solano,2017,Hospice_Care,515
Solano,2017,Invalid or Blank,1
Solano,2017,Left Against Medical Advice,360
Solano,2017,Not_Defined_Elsewhere,78
Solano,2017,Other,2
Solano,2017,Prison/Jail,402
Solano,2017,Psychiatric_Care,86
Solano,2017,Rehab,293
Solano,2017,Residential Care facility,419
Solano,2017,Routine (Home),24129
Solano,2017,Skilled Nursing/Intermediate Care (SN/IC),3267
Solano,2018,Acute Care,1398
Solano,2018,Childrens_or_Cancer,118
Solano,2018,Critical Access Hospital,5
Solano,2018,Died,1020
Solano,2018,Home Health Service,6074
Solano,2018,Hospice_Care,523
Solano,2018,Invalid or Blank,4
Solano,2018,Left Against Medical Advice,412
Solano,2018,Not_Defined_Elsewhere,44
Solano,2018,Other,3
Solano,2018,Prison/Jail,362
Solano,2018,Psychiatric_Care,71
Solano,2018,Rehab,271
Solano,2018,Residential Care facility,298
Solano,2018,Routine (Home),24097
Solano,2018,Skilled Nursing/Intermediate Care (SN/IC),3143
Sonoma,2012,Acute Care at another hospital,1299
Sonoma,2012,Acute Care within the admitting hospital,63
Sonoma,2012,Died,841
Sonoma,2012,Home Health Service,4810
Sonoma,2012,Invalid,1
Sonoma,2012,Left Against Medical Advice,288
Sonoma,2012,Other,53
Sonoma,2012,Other Care (not SN/IC) at another hospital,305
Sonoma,2012,Other Care with the admitting hospital,235
Sonoma,2012,Prison/Jail,48
Sonoma,2012,Residential Care facility,458
Sonoma,2012,Routine (Home),29130
Sonoma,2012,SN/IC at another facility,3901
Sonoma,2012,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,521
Sonoma,2013,Acute Care at another hospital,1208
Sonoma,2013,Acute Care within the admitting hospital,47
Sonoma,2013,Died,881
Sonoma,2013,Home Health Service,5017
Sonoma,2013,Invalid,3
Sonoma,2013,Left Against Medical Advice,282
Sonoma,2013,Other,53
Sonoma,2013,Other Care (not SN/IC) at another hospital,318
Sonoma,2013,Other Care with the admitting hospital,206
Sonoma,2013,Prison/Jail,49
Sonoma,2013,Residential Care facility,473
Sonoma,2013,Routine (Home),28068
Sonoma,2013,SN/IC at another facility,3710
Sonoma,2013,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,464
Sonoma,2014,Acute Care at another hospital,1263
Sonoma,2014,Acute Care within the admitting hospital,53
Sonoma,2014,Died,841
Sonoma,2014,Home Health Service,5012
Sonoma,2014,Invalid,4
Sonoma,2014,Left Against Medical Advice,307
Sonoma,2014,Other,66
Sonoma,2014,Other Care (not SN/IC) at another hospital,345
Sonoma,2014,Other Care with the admitting hospital,209
Sonoma,2014,Prison/Jail,49
Sonoma,2014,Residential Care facility,490
Sonoma,2014,Routine (Home),28083
Sonoma,2014,SN/IC at another facility,3724
Sonoma,2014,Skilled Nursing/Intermediate Care (SN/IC) with the admitting hospital,382
Sonoma,2015,Acute Care,1092
Sonoma,2015,Childrens_or_Cancer,249
Sonoma,2015,Critical Access Hospital,8
Sonoma,2015,Died,989
Sonoma,2015,Disaster_Care_Site,1
Sonoma,2015,Home Health Service,4738
Sonoma,2015,Hospice_Care,590
Sonoma,2015,Invalid or Blank,10
Sonoma,2015,Left Against Medical Advice,357
Sonoma,2015,Not_Defined_Elsewhere,63
Sonoma,2015,Other,7
Sonoma,2015,Prison/Jail,18
Sonoma,2015,Psychiatric_Care,137
Sonoma,2015,Rehab,279
Sonoma,2015,Residential Care facility,164
Sonoma,2015,Routine (Home),28719
Sonoma,2015,Skilled Nursing/Intermediate Care (SN/IC),4321
Sonoma,2016,Acute Care,1447
Sonoma,2016,Childrens_or_Cancer,25
Sonoma,2016,Critical Access Hospital,6
Sonoma,2016,Died,922
Sonoma,2016,Disaster_Care_Site,1
Sonoma,2016,Home Health Service,5401
Sonoma,2016,Hospice_Care,741
Sonoma,2016,Invalid or Blank,6
Sonoma,2016,Left Against Medical Advice,400
Sonoma,2016,Not_Defined_Elsewhere,127
Sonoma,2016,Other,6
Sonoma,2016,Prison/Jail,23
Sonoma,2016,Psychiatric_Care,138
Sonoma,2016,Rehab,320
Sonoma,2016,Residential Care facility,234
Sonoma,2016,Routine (Home),29085
Sonoma,2016,Skilled Nursing/Intermediate Care (SN/IC),4234
Sonoma,2017,Acute Care,1577
Sonoma,2017,Childrens_or_Cancer,27
Sonoma,2017,Critical Access Hospital,5
Sonoma,2017,Died,815
Sonoma,2017,Disaster_Care_Site,51
Sonoma,2017,Home Health Service,5549
Sonoma,2017,Hospice_Care,692
Sonoma,2017,Invalid or Blank,1
Sonoma,2017,Left Against Medical Advice,396
Sonoma,2017,Not_Defined_Elsewhere,85
Sonoma,2017,Other,1
Sonoma,2017,Prison/Jail,24
Sonoma,2017,Psychiatric_Care,121
Sonoma,2017,Rehab,350
Sonoma,2017,Residential Care facility,262
Sonoma,2017,Routine (Home),28115
Sonoma,2017,Skilled Nursing/Intermediate Care (SN/IC),4177
Sonoma,2018,Acute Care,1439
Sonoma,2018,Childrens_or_Cancer,19
Sonoma,2018,Critical Access Hospital,6
Sonoma,2018,Died,1006
Sonoma,2018,Home Health Service,5137
Sonoma,2018,Hospice_Care,709
Sonoma,2018,Invalid or Blank,1
Sonoma,2018,Left Against Medical Advice,489
